epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
28,1643.41,0.60298,0.59278,0.21974,0.39436,0.49647,0.43566,0.15549,0.72868,0.62813,0.34865,0.000693125,0.000693125,0.000693125
29,1683.09,0.58872,0.58586,0.21561,0.39917,0.40107,0.37301,0.1474,0.73276,0.61814,0.3512,0.0006725,0.0006725,0.0006725
30,1722.75,0.59838,0.5893,0.21359,0.36134,0.34106,0.34777,0.12719,0.74321,0.63783,0.36053,0.000651875,0.000651875,0.000651875
31,1762.89,0.56892,0.58827,0.20004,0.41525,0.43821,0.38964,0.14409,0.74435,0.64365,0.35851,0.00063125,0.00063125,0.00063125
32,1802.62,0.55404,0.5691,0.20329,0.4087,0.41327,0.37674,0.13551,0.77137,0.63331,0.3597,0.000610625,0.000610625,0.000610625
33,1842.64,0.54908,0.57726,0.19761,0.41322,0.47555,0.38711,0.13921,0.75644,0.65907,0.36124,0.00059,0.00059,0.00059
34,1882.88,0.56815,0.5689,0.20153,0.3458,0.52307,0.37285,0.13056,0.75177,0.66289,0.36438,0.000569375,0.000569375,0.000569375
35,1922.92,0.54966,0.58312,0.20017,0.33804,0.46537,0.32754,0.11272,0.77367,0.68439,0.36707,0.00054875,0.00054875,0.00054875
36,1962.67,0.536,0.56482,0.18736,0.42908,0.48398,0.39058,0.14118,0.7422,0.70752,0.35258,0.000528125,0.000528125,0.000528125
37,2002.88,0.53231,0.566,0.18609,0.4176,0.49593,0.40317,0.15298,0.75157,0.65261,0.36064,0.0005075,0.0005075,0.0005075
38,2042.83,0.51664,0.5542,0.18454,0.40301,0.56052,0.40984,0.14889,0.7434,0.65121,0.3493,0.000486875,0.000486875,0.000486875
39,2082.41,0.5071,0.55468,0.17811,0.50485,0.45055,0.37315,0.1446,0.75502,0.65981,0.3588,0.00046625,0.00046625,0.00046625
40,2122.06,0.5046,0.54221,0.17331,0.51739,0.46992,0.43385,0.1613,0.73476,0.66627,0.34982,0.000445625,0.000445625,0.000445625
41,2162.57,0.50631,0.54864,0.17465,0.39821,0.5095,0.38764,0.13919,0.74481,0.68645,0.34615,0.000425,0.000425,0.000425
42,2202.52,0.48744,0.52702,0.16925,0.39314,0.474,0.38246,0.14231,0.74169,0.69159,0.34568,0.000404375,0.000404375,0.000404375
43,2242.42,0.48516,0.53865,0.16568,0.35897,0.5376,0.37786,0.13258,0.75714,0.68437,0.36,0.00038375,0.00038375,0.00038375
44,2282.18,0.46653,0.5269,0.1683,0.34821,0.54132,0.37378,0.12524,0.79418,0.6497,0.36978,0.000363125,0.000363125,0.000363125
45,2322.17,0.46115,0.51314,0.15552,0.40916,0.5719,0.40852,0.14816,0.751,0.67263,0.35489,0.0003425,0.0003425,0.0003425
46,2362.06,0.46327,0.5163,0.16049,0.38935,0.46925,0.36811,0.13424,0.75586,0.70757,0.35498,0.000321875,0.000321875,0.000321875
47,2402.16,0.44043,0.50074,0.14976,0.41918,0.47345,0.39276,0.13848,0.77153,0.73696,0.36253,0.00030125,0.00030125,0.00030125
48,2442.16,0.45348,0.49882,0.15786,0.34332,0.39618,0.34537,0.12107,0.77725,0.72092,0.35981,0.000280625,0.000280625,0.000280625
49,2481.94,0.43316,0.50075,0.14702,0.46848,0.41931,0.38559,0.13964,0.76246,0.69288,0.35441,0.00026,0.00026,0.00026
50,2521.7,0.42915,0.49564,0.14223,0.41992,0.49763,0.38782,0.14202,0.77082,0.67838,0.3598,0.000239375,0.000239375,0.000239375
51,2562.9,0.38857,0.44199,0.16336,0.41432,0.52273,0.38763,0.13911,0.76468,0.69558,0.36065,0.00021875,0.00021875,0.00021875
52,2602.54,0.36188,0.42449,0.15488,0.47429,0.47034,0.39878,0.14557,0.76631,0.73348,0.35892,0.000198125,0.000198125,0.000198125
53,2642.19,0.35178,0.41532,0.14241,0.48746,0.4715,0.42473,0.14784,0.75342,0.73248,0.35471,0.0001775,0.0001775,0.0001775
54,2681.88,0.34375,0.40612,0.14083,0.38227,0.41719,0.37233,0.13646,0.75479,0.77091,0.35062,0.000156875,0.000156875,0.000156875
55,2721.89,0.33324,0.39176,0.13569,0.43051,0.46449,0.40102,0.14461,0.77896,0.75089,0.35984,0.00013625,0.00013625,0.00013625
56,2761.68,0.3241,0.39219,0.13435,0.46342,0.52979,0.39978,0.13857,0.77729,0.74994,0.3627,0.000115625,0.000115625,0.000115625
57,2801.12,0.31347,0.37479,0.12821,0.41632,0.51432,0.40261,0.14015,0.78623,0.76253,0.36764,9.5e-05,9.5e-05,9.5e-05
58,2840.71,0.30888,0.37468,0.12316,0.40005,0.53289,0.4043,0.14244,0.77975,0.77528,0.36783,7.4375e-05,7.4375e-05,7.4375e-05
59,2880.37,0.2999,0.3592,0.11809,0.4737,0.44305,0.39683,0.14019,0.78649,0.77449,0.36687,5.375e-05,5.375e-05,5.375e-05
60,2920.01,0.29121,0.35616,0.1184,0.4344,0.49145,0.39826,0.13895,0.78236,0.79728,0.36025,3.3125e-05,3.3125e-05,3.3125e-05
